Sentence #,Word,POS,Tag
,veznih,Agpfpg,I-SUBJ
,posod,Ncfpg,I-SUBJ
,.,Z,O
Sentence: 16,piezometrični,Agpmsny,O
,nivo,Ncmsn,O
,",",Z,O
,tudi,Q,O
,piezometer,Ncmsn,B-OBJ
,:,Z,O
,Je,Va-r3s-n,O
,vsakokratna,Agpfsn,O
,predpostavljena,Appfsn,O
,ploskev,Ncfsn,O
,",",Z,O
,do,Sg,O
,katere,Pq-fsg,O
,sega,Vmpr3s,O
,vodna,Agpfsn,O
,gladina,Ncfsn,O
,v,Sl,B-SUBJ
,kraškem,Agpnsl,I-SUBJ
,podzemlju,Ncnsl,I-SUBJ
,v,Sl,I-SUBJ
,sistemu,Ncmsl,I-SUBJ
,veznih,Agpfpg,I-SUBJ
,posod,Ncfpg,I-SUBJ
,.,Z,O
Sentence: 18,gladina,Ncfsn,B-OBJ
,kraške,Agpfsg,I-OBJ
,vode,Ncfsg,I-OBJ
,",",Z,O
,nivo,Ncmsn,B-SUBJ
,kraške,Agpfsg,O
,vode,Ncfsg,O
,:,Z,O
,Pomeni,Vmbr3s,O
,nivo,Ncmsn,O
,",",Z,O
,od,Sg,O
,katerega,Pq-msg,O
,se,Px------y,O
,pretežno,Rgp,O
,vodoravno,Rgp,O
,in,Cc,O
,prosto,Rgp,O
,pretaka,Vmpr3s,O
,kraška,Agpfsn,O
,voda,Ncfsn,O
,proti,Sd,O
,izvirom,Ncmpd,O
,ali,Cc,O
,stoji,Vmpr3s,O
,(,Z,O
,stoječa,Appfsn,O
,voda,Ncfsn,O
,),Z,O
,v,Sl,O
,slepih,Agpmpl,O
,kanalih,Ncmpl,O
,.,Z,O
,Piezometrični,Agpmsny,O
,nivo,Ncmsn,O
,oziroma,Cc,O
,gladina,Ncfsn,O
,kraške,Agpfsg,O
,vode,Ncfsg,O
,oscilirata,Vmpr3d,O
,v,Sl,O
,odvisnosti,Ncfsl,O
,od,Sg,O
,vodostaja,Ncmsg,O
,.,Z,O
Sentence: 19,gladina,Ncfsn,B-OBJ
,kraške,Agpfsg,I-OBJ
,vode,Ncfsg,I-OBJ
,",",Z,O
,nivo,Ncmsn,O
,kraške,Agpfsg,O
,vode,Ncfsg,O
,:,Z,O
,Pomeni,Vmbr3s,O
,nivo,Ncmsn,O
,",",Z,O
,od,Sg,O
,katerega,Pq-msg,O
,se,Px------y,O
,pretežno,Rgp,O
,vodoravno,Rgp,O
,in,Cc,O
,prosto,Rgp,O
,pretaka,Vmpr3s,O
,kraška,Agpfsn,O
,voda,Ncfsn,O
,proti,Sd,O
,izvirom,Ncmpd,O
,ali,Cc,O
,stoji,Vmpr3s,O
,(,Z,O
,stoječa,Appfsn,O
,voda,Ncfsn,O
,),Z,O
,v,Sl,O
,slepih,Agpmpl,O
,kanalih,Ncmpl,O
,.,Z,O
,Piezometrični,Agpmsny,O
,nivo,Ncmsn,O
,oziroma,Cc,O
,gladina,Ncfsn,O
,kraške,Agpfsg,O
,vode,Ncfsg,O
,oscilirata,Vmpr3d,B-SUBJ
,v,Sl,I-SUBJ
,odvisnosti,Ncfsl,I-SUBJ
,od,Sg,I-SUBJ
,vodostaja,Ncmsg,I-SUBJ
,.,Z,O
Sentence: 20,Območje,Ncnsn,B-OBJ
,osciliranja,Ncnsg,I-OBJ
,:,Z,O
,prehodna,Agpfsn,O
,cona,Ncfsn,B-SUBJ
,",",Z,O
,periodično,Rgp,O
,vlažna,Agpfsn,O
,cona,Ncfsn,O
,.,Z,O
Sentence: 23,gravitacijska,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,gravitacijski,Agpmsny,B-OBJ
,vodni,Agpmsny,I-OBJ
,tok,Ncmsn,I-OBJ
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 24,gravitacijska,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,gravitacijski,Agpmsny,B-OBJ
,vodni,Agpmsny,I-OBJ
,tok,Ncmsn,I-OBJ
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,B-SUBJ
,pretaka,Vmpr3s,I-SUBJ
,gravitacijsko,Rgp,I-SUBJ
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 25,gravitacijska,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,gravitacijski,Agpmsny,B-OBJ
,vodni,Agpmsny,I-OBJ
,tok,Ncmsn,I-OBJ
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,B-SUBJ
,sega,Vmpr3s,I-SUBJ
,do,Sg,I-SUBJ
,stropa,Ncmsg,I-SUBJ
,in,Cc,I-SUBJ
,ima,Vmpr3s-n,I-SUBJ
,prosto,Agpfsa,I-SUBJ
,gladino,Ncfsa,I-SUBJ
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 26,gravitacijska,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,gravitacijski,Agpmsny,B-OBJ
,vodni,Agpmsny,I-OBJ
,tok,Ncmsn,I-OBJ
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,B-SUBJ
,kraškem,Agpnsl,I-SUBJ
,podzemlju,Ncnsl,I-SUBJ
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 27,gravitacijska,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,gravitacijski,Agpmsny,B-OBJ
,vodni,Agpmsny,I-OBJ
,tok,Ncmsn,I-OBJ
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,B-SUBJ
,kanalih,Ncmpl,I-SUBJ
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 28,gravitacijska,Agpfsn,B-OBJ
,voda,Ncfsn,I-OBJ
,",",Z,O
,gravitacijski,Agpmsny,O
,vodni,Agpmsny,B-SUBJ
,tok,Ncmsn,I-SUBJ
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 29,gravitacijska,Agpfsn,B-OBJ
,voda,Ncfsn,I-OBJ
,",",Z,O
,gravitacijski,Agpmsny,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,B-SUBJ
,pretaka,Vmpr3s,I-SUBJ
,gravitacijsko,Rgp,I-SUBJ
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 30,gravitacijska,Agpfsn,B-OBJ
,voda,Ncfsn,I-OBJ
,",",Z,O
,gravitacijski,Agpmsny,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,B-SUBJ
,sega,Vmpr3s,I-SUBJ
,do,Sg,I-SUBJ
,stropa,Ncmsg,I-SUBJ
,in,Cc,I-SUBJ
,ima,Vmpr3s-n,I-SUBJ
,prosto,Agpfsa,I-SUBJ
,gladino,Ncfsa,I-SUBJ
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 31,gravitacijska,Agpfsn,B-OBJ
,voda,Ncfsn,I-OBJ
,",",Z,O
,gravitacijski,Agpmsny,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,B-SUBJ
,kraškem,Agpnsl,I-SUBJ
,podzemlju,Ncnsl,I-SUBJ
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,O
,kanalih,Ncmpl,O
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 32,gravitacijska,Agpfsn,B-OBJ
,voda,Ncfsn,I-OBJ
,",",Z,O
,gravitacijski,Agpmsny,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,kraškem,Agpnsl,O
,podzemlju,Ncnsl,O
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,pretaka,Vmpr3s,O
,gravitacijsko,Rgp,O
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,B-SUBJ
,kanalih,Ncmpl,I-SUBJ
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,O
,sega,Vmpr3s,O
,do,Sg,O
,stropa,Ncmsg,O
,in,Cc,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 34,freatična,Agpfsn,B-OBJ
,cona,Ncfsn,I-OBJ
,:,Z,O
,Najnižja,Agsfsn,O
,hidrografska,Agpfsn,B-SUBJ
,cona,Ncfsn,I-SUBJ
,",",Z,O
,v,Sl,O
,kateri,Pq-fsl,O
,voda,Ncfsn,O
,trajno,Rgp,O
,zapolnjuje,Vmpr3s,O
,votline,Ncfpa,O
,",",Z,O
,prevladuje,Vmpr3s,O
,pa,Cc,O
,tlačno,Agpnsa,O
,pretakanje,Ncnsn,O
,.,Z,O
Sentence: 35,freatična,Agpfsn,B-OBJ
,cona,Ncfsn,I-OBJ
,:,Z,O
,Najnižja,Agsfsn,O
,hidrografska,Agpfsn,O
,cona,Ncfsn,O
,",",Z,O
,v,Sl,O
,kateri,Pq-fsl,O
,voda,Ncfsn,O
,trajno,Rgp,O
,zapolnjuje,Vmpr3s,O
,votline,Ncfpa,O
,",",Z,O
,prevladuje,Vmpr3s,B-SUBJ
,pa,Cc,I-SUBJ
,tlačno,Agpnsa,I-SUBJ
,pretakanje,Ncnsn,I-SUBJ
,.,Z,O
Sentence: 36,freatična,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,freatični,Agpmsny,B-OBJ
,vodni,Agpmsny,I-OBJ
,tok,Ncmsn,I-OBJ
,:,Z,O
,Kraška,Agpfsn,B-SUBJ
,voda,Ncfsn,I-SUBJ
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,freatični,Agpfsl,O
,coni,Ncfsl,O
,.,Z,O
,Zapolnjuje,Vmpr3s,O
,votline,Ncfpa,O
,pod,Si,O
,piezometričnim,Agpmsi,O
,nivojem,Ncmsi,O
,(,Z,O
,nivojem,Ncmsi,O
,kraške,Agpfsg,O
,vode,Ncfsg,O
,),Z,O
,.,Z,O
Sentence: 37,freatična,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,freatični,Agpmsny,B-OBJ
,vodni,Agpmsny,I-OBJ
,tok,Ncmsn,I-OBJ
,:,Z,O
,Kraška,Agpfsn,O
,voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,O
,freatični,Agpfsl,O
,coni,Ncfsl,O
,.,Z,O
,Zapolnjuje,Vmpr3s,B-SUBJ
,votline,Ncfpa,I-SUBJ
,pod,Si,O
,piezometričnim,Agpmsi,O
