Sentence #,Word,POS,Tag
,-,HYPH,O
,developed,VBN,O
,solution,NN,O
,channel,NN,O
,(,-LRB-,O
,secondary,JJ,O
,),-RRB-,O
,porosity,NN,O
,underground,RB,O
,.,.,O
,rock,NN,O
Sentence: 8,Karst,NNP,B-DEFINIENDUM
,is,VBZ,O
,terrain,NN,O
,with,IN,O
,distinctive,JJ,O
,hydrology,NN,O
,and,CC,O
,landforms,NNS,O
,arising,VBG,O
,from,IN,O
,the,DT,O
,combination,NN,O
,of,IN,O
,high,JJ,O
,rock,NN,O
,solubility,NN,O
,and,CC,O
,well,RB,O
,-,HYPH,O
,developed,VBN,O
,solution,NN,O
,channel,NN,O
,(,-LRB-,O
,secondary,JJ,O
,),-RRB-,O
,porosity,NN,O
,underground,RB,O
,.,.,O
,rock,NN,O
Sentence: 9,Karst,NNP,B-DEFINIENDUM
,is,VBZ,O
,the,DT,O
,term,NN,O
,used,VBN,O
,to,TO,O
,describe,VB,O
,a,DT,O
,special,JJ,O
,style,NN,O
,of,IN,O
,landscape,NN,O
,containing,VBG,O
,caves,NNS,O
,and,CC,O
,extensive,JJ,O
,underground,JJ,O
,water,NN,O
,systems,NNS,O
,that,WDT,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,especially,RB,O
,soluble,JJ,O
,rocks,NNS,O
,such,JJ,O
,as,IN,O
,limestone,NN,O
,",",",",O
,marble,NN,O
,",",",",O
,and,CC,O
,gypsum,NN,O
,.,.,O
Sentence: 11,Karst,NNP,B-DEFINIENDUM
,is,VBZ,O
,the,DT,O
,term,NN,O
,used,VBN,O
,to,TO,O
,describe,VB,O
,a,DT,O
,special,JJ,O
,style,NN,O
,of,IN,O
,landscape,NN,O
,containing,VBG,O
,caves,NNS,O
,and,CC,O
,extensive,JJ,O
,underground,JJ,O
,water,NN,O
,systems,NNS,O
,that,WDT,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,especially,RB,O
,soluble,JJ,O
,rocks,NNS,O
,such,JJ,O
,as,IN,O
,limestone,NN,O
,",",",",O
,marble,NN,O
,",",",",O
,and,CC,O
,gypsum,NN,O
,.,.,O
Sentence: 13,“,``,O
,Karst,JJ,B-DEFINIENDUM
,conduit,NN,I-DEFINIENDUM
,networks,NNS,I-DEFINIENDUM
,”,'',O
,are,VBP,O
,defined,VBN,O
,as,IN,O
,the,DT,O
,total,JJ,O
,length,NN,O
,of,IN,O
,the,DT,O
,existing,VBG,O
,conduits,NNS,O
,within,IN,O
,a,DT,O
,karst,NN,O
,massif,NN,O
,",",",",O
,i.e.,FW,O
,the,DT,O
,length,NN,O
,of,IN,O
,conduits,NNS,O
,wider,JJR,O
,than,IN,O
,about,RB,O
,1,CD,O
,cm,NNS,O
,in,IN,O
,diameter,NN,O
,(,-LRB-,O
,as,IN,O
,defined,VBN,O
,by,IN,O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 14,“,``,O
,Karst,JJ,B-DEFINIENDUM
,conduit,NN,I-DEFINIENDUM
,networks,NNS,I-DEFINIENDUM
,”,'',O
,are,VBP,O
,defined,VBN,O
,as,IN,O
,the,DT,O
,total,JJ,O
,length,NN,O
,of,IN,O
,the,DT,O
,existing,VBG,O
,conduits,NNS,O
,within,IN,O
,a,DT,O
,karst,NN,O
,massif,NN,O
,",",",",O
,i.e.,FW,O
,the,DT,O
,length,NN,O
,of,IN,O
,conduits,NNS,O
,wider,JJR,O
,than,IN,O
,about,RB,O
,1,CD,O
,cm,NNS,O
,in,IN,O
,diameter,NN,O
,(,-LRB-,O
,as,IN,O
,defined,VBN,O
,by,IN,O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 18,Karst,JJ,B-DEFINIENDUM
,topography,NN,I-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,landscape,NN,O
,shaped,VBN,O
,by,IN,O
,the,DT,O
,dissolution,NN,O
,of,IN,O
,soluble,JJ,O
,bedrock,NN,O
,.,.,O
,bedrock,NN,O
Sentence: 19,Karst,JJ,B-DEFINIENDUM
,topography,NN,I-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,landscape,NN,O
,shaped,VBN,O
,by,IN,O
,the,DT,O
,dissolution,NN,O
,of,IN,O
,soluble,JJ,O
,bedrock,NN,O
,.,.,O
,bedrock,NN,O
Sentence: 21,In,IN,O
,geology,NN,O
,",",",",O
,the,DT,O
,term,NN,O
,karst,NN,B-DEFINIENDUM
,topography,NN,I-DEFINIENDUM
,is,VBZ,O
,used,VBN,O
,to,TO,O
,describe,VB,O
,areas,NNS,O
,similar,JJ,O
,to,IN,O
,that,DT,O
,found,VBN,O
,in,IN,O
,Kras,NNP,O
,.,.,O
Sentence: 22,Short,JJ,O
,steep,JJ,O
,-,HYPH,O
,sided,VBN,O
,valleys,NNS,O
,caused,VBN,O
,by,IN,O
,collapse,NN,O
,of,IN,O
,an,DT,O
,underground,JJ,O
,cavern,NN,O
,and,CC,O
,exposing,VBG,O
,the,DT,O
,river,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,are,VBP,O
,called,VBN,O
,karst,JJ,B-DEFINIENDUM
,windows,NNS,I-DEFINIENDUM
,.,.,O
Sentence: 23,Short,JJ,O
,steep,JJ,O
,-,HYPH,O
,sided,VBN,O
,valleys,NNS,O
,caused,VBN,O
,by,IN,O
,collapse,NN,O
,of,IN,O
,an,DT,O
,underground,JJ,O
,cavern,NN,O
,and,CC,O
,exposing,VBG,O
,the,DT,O
,river,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,are,VBP,O
,called,VBN,O
,karst,JJ,B-DEFINIENDUM
,windows,NNS,I-DEFINIENDUM
,.,.,O
Sentence: 24,Short,JJ,O
,steep,JJ,O
,-,HYPH,O
,sided,VBN,O
,valleys,NNS,O
,caused,VBN,O
,by,IN,O
,collapse,NN,O
,of,IN,O
,an,DT,O
,underground,JJ,O
,cavern,NN,O
,and,CC,O
,exposing,VBG,O
,the,DT,O
,river,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,are,VBP,O
,called,VBN,O
,karst,JJ,B-DEFINIENDUM
,windows,NNS,I-DEFINIENDUM
,.,.,O
Sentence: 25,Short,JJ,O
,steep,JJ,O
,-,HYPH,O
,sided,VBN,O
,valleys,NNS,O
,caused,VBN,O
,by,IN,O
,collapse,NN,O
,of,IN,O
,an,DT,O
,underground,JJ,O
,cavern,NN,O
,and,CC,O
,exposing,VBG,O
,the,DT,O
,river,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,are,VBP,O
,called,VBN,O
,karst,JJ,B-DEFINIENDUM
,windows,NNS,I-DEFINIENDUM
,.,.,O
Sentence: 26,The,DT,O
,term,NN,O
,“,``,O
,karstosphere,NN,B-DEFINIENDUM
,”,'',O
,was,VBD,O
,introduced,VBN,O
,by,IN,O
,Maruashvili,NNP,O
,(,-LRB-,O
,1970,CD,O
,),-RRB-,O
,",",",",O
,who,WP,O
,defined,VBD,O
,it,PRP,O
,as,IN,O
,a,DT,O
,spatially,RB,O
,discontinuous,JJ,O
,layer,NN,O
,comprised,VBN,O
,of,IN,O
,the,DT,O
,global,JJ,O
,areas,NNS,O
,of,IN,O
,karstifiable,JJ,O
,rocks,NNS,O
,.,.,O
Sentence: 27,The,DT,O
,term,NN,O
,“,``,O
,karstosphere,NN,B-DEFINIENDUM
,”,'',O
,was,VBD,O
,introduced,VBN,O
,by,IN,O
,Maruashvili,NNP,O
,(,-LRB-,O
,1970,CD,O
,),-RRB-,O
,",",",",O
,who,WP,O
,defined,VBD,O
,it,PRP,O
,as,IN,O
,a,DT,O
,spatially,RB,O
,discontinuous,JJ,O
,layer,NN,O
,comprised,VBN,O
,of,IN,O
,the,DT,O
,global,JJ,O
,areas,NNS,O
,of,IN,O
,karstifiable,JJ,O
,rocks,NNS,O
,.,.,O
Sentence: 28,The,DT,O
,term,NN,O
,“,``,O
,karstosphere,NN,B-DEFINIENDUM
,”,'',O
,was,VBD,O
,introduced,VBN,O
,by,IN,O
,Maruashvili,NNP,O
,(,-LRB-,O
,1970,CD,O
,),-RRB-,O
,",",",",O
,who,WP,O
,defined,VBD,O
,it,PRP,O
,as,IN,O
,a,DT,O
,spatially,RB,O
,discontinuous,JJ,O
,layer,NN,O
,comprised,VBN,O
,of,IN,O
,the,DT,O
,global,JJ,O
,areas,NNS,O
,of,IN,O
,karstifiable,JJ,O
,rocks,NNS,O
,.,.,O
Sentence: 29,A,DT,O
,konta,NNP,B-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,closed,VBN,O
,karst,JJ,O
,depression,NN,O
,",",",",O
,like,IN,O
,a,DT,O
,doline,NN,O
,",",",",O
,that,WDT,O
,has,VBZ,O
,been,VBN,O
,remodelled,VBN,O
,during,IN,O
,Pleistocene,NNP,O
,glaciation,NN,O
,.,.,O
Sentence: 30,A,DT,O
,konta,NNP,B-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,closed,VBN,O
,karst,JJ,O
,depression,NN,O
,",",",",O
,like,IN,O
,a,DT,O
,doline,NN,O
,",",",",O
,that,WDT,O
,has,VBZ,O
,been,VBN,O
,remodelled,VBN,O
,during,IN,O
,Pleistocene,NNP,O
,glaciation,NN,O
,.,.,O
Sentence: 31,A,DT,O
,konta,NNP,B-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,closed,VBN,O
,karst,JJ,O
,depression,NN,O
,",",",",O
,like,IN,O
,a,DT,O
,doline,NN,O
,",",",",O
,that,WDT,O
,has,VBZ,O
,been,VBN,O
,remodelled,VBN,O
,during,IN,O
,Pleistocene,NNP,O
,glaciation,NN,O
,.,.,O
Sentence: 32,Limestone,NN,B-DEFINIENDUM
,is,VBZ,O
,composed,VBN,O
,of,IN,O
,calcium,NN,O
,carbonate,NN,O
,(,-LRB-,O
,CaCO3,NNP,O
,),-RRB-,O
,",",",",O
,deposited,VBN,O
,as,IN,O
,the,DT,O
,minerals,NNS,O
,aragonite,NN,O
,and,CC,O
,calcite,NN,O
,.,.,O
Sentence: 33,A,DT,O
,losing,VBG,B-DEFINIENDUM
,streamflow,NN,I-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,surface,NN,O
,stream,NN,O
,that,WDT,O
,contributes,VBZ,O
,water,NN,O
,to,IN,O
,the,DT,O
,karst,JJ,O
,groundwater,NN,O
,system,NN,O
,in,IN,O
,localized,VBN,O
,areas,NNS,O
,.,.,O
Sentence: 34,A,DT,O
,losing,VBG,B-DEFINIENDUM
,streamflow,NN,I-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,surface,NN,O
,stream,NN,O
,that,WDT,O
,contributes,VBZ,O
,water,NN,O
,to,IN,O
,the,DT,O
,karst,JJ,O
,groundwater,NN,O
,system,NN,O
,in,IN,O
,localized,VBN,O
,areas,NNS,O
,.,.,O
Sentence: 35,A,DT,O
,losing,VBG,B-DEFINIENDUM
,streamflow,NN,I-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,surface,NN,O
,stream,NN,O
,that,WDT,O
,contributes,VBZ,O
,water,NN,O
,to,IN,O
,the,DT,O
,karst,JJ,O
,groundwater,NN,O
,system,NN,O
,in,IN,O
,localized,VBN,O
,areas,NNS,O
,.,.,O
Sentence: 37,A,DT,O
,losing,VBG,B-DEFINIENDUM
,streamflow,NN,I-DEFINIENDUM
,can,MD,O
,be,VB,O
,defined,VBN,O
,as,IN,O
,an,DT,O
,open,JJ,O
,stream,NN,O
,or,CC,O
,river,NN,O
,that,WDT,O
,loses,VBZ,O
,water,NN,O
,as,IN,O
,it,PRP,O
,flows,VBZ,O
,downstream,NN,O
,.,.,O
,water,NN,O
Sentence: 39,Joints,NNS,O
,that,WDT,O
,cross,VBP,O
,many,JJ,O
,beds,NNS,O
,are,VBP,O
,called,VBN,O
,master,NN,B-DEFINIENDUM
,joints,NNS,I-DEFINIENDUM
,;,",",O
,they,PRP,O
,often,RB,O
,extend,VBP,O
,to,IN,O
,a,DT,O
,depth,NN,O
,of,IN,O
,several,JJ,O
,tens,NNS,O
,of,IN,O
,metres,NNS,O
,and,CC,O
,control,VBP,O
,the,DT,O
,orientation,NN,O
,of,IN,O
,master,NN,O
,conduits,NNS,O
,(,-LRB-,O
,Dreybrodt,NNP,O
,1988,CD,O
,",",",",O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 40,Joints,NNS,O
,that,WDT,O
,cross,VBP,O
,many,JJ,O
,beds,NNS,O
,are,VBP,O
,called,VBN,O
,master,NN,B-DEFINIENDUM
,joints,NNS,I-DEFINIENDUM
,;,",",O
,they,PRP,O
,often,RB,O
,extend,VBP,O
,to,IN,O
,a,DT,O
,depth,NN,O
,of,IN,O
,several,JJ,O
,tens,NNS,O
,of,IN,O
,metres,NNS,O
,and,CC,O
,control,VBP,O
,the,DT,O
,orientation,NN,O
,of,IN,O
,master,NN,O
,conduits,NNS,O
,(,-LRB-,O
,Dreybrodt,NNP,O
,1988,CD,O
,",",",",O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 41,Joints,NNS,O
,that,WDT,O
,cross,VBP,O
,many,JJ,O
,beds,NNS,O
,are,VBP,O
,called,VBN,O
,master,NN,B-DEFINIENDUM
,joints,NNS,I-DEFINIENDUM
,;,",",O
,they,PRP,O
,often,RB,O
,extend,VBP,O
,to,IN,O
,a,DT,O
,depth,NN,O
,of,IN,O
,several,JJ,O
,tens,NNS,O
,of,IN,O
,metres,NNS,O
,and,CC,O
,control,VBP,O
,the,DT,O
,orientation,NN,O
,of,IN,O
,master,NN,O
,conduits,NNS,O
,(,-LRB-,O
,Dreybrodt,NNP,O
,1988,CD,O
,",",",",O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 42,Intrastratal,NNP,B-DEFINIENDUM
,karstification,NN,I-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,the,DT,O
,preferential,JJ,O
,dissolution,NN,O
,of,IN,O
,a,DT,O
,particular,JJ,O
,bed,NN,O
,or,CC,O
,other,JJ,O
,unit,NN,O
,within,IN,O
,a,DT,O
,sequence,NN,O
,of,IN,O
,soluble,JJ,O
,rocks,NNS,O
,",",",",O
,e.g.,FW,O
,a,DT,O
,gypsum,NN,O
,bed,NN,O
,in,IN,O
,a,DT,O
,dolomite,NN,O
,formation,NN,O
,.,.,O
Sentence: 44,Intrastratal,NNP,B-DEFINIENDUM
,karstification,NN,I-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,the,DT,O
,preferential,JJ,O
,dissolution,NN,O
,of,IN,O
,a,DT,O
,particular,JJ,O
,bed,NN,O
,or,CC,O
,other,JJ,O
,unit,NN,O
,within,IN,O
,a,DT,O
,sequence,NN,O
,of,IN,O
,soluble,JJ,O
,rocks,NNS,O
,",",",",O
,e.g.,FW,O
,a,DT,O
,gypsum,NN,O
,bed,NN,O
,in,IN,O
,a,DT,O
,dolomite,NN,O
,formation,NN,O
,.,.,O
Sentence: 46,Exokarst,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,the,DT,O
,suit,NN,O
,of,IN,O
,karst,NN,O
,features,NNS,O
,developed,VBN,O
,at,IN,O
,the,DT,O
,surface,NN,O
,.,.,O
,at,IN,O
,the,DT,O
,surface,NN,O
Sentence: 47,Exokarst,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,the,DT,O
,suit,NN,O
,of,IN,O
,karst,NN,O
,features,NNS,O
,developed,VBN,O
,at,IN,O
,the,DT,O
,surface,NN,O
,.,.,O
,at,IN,O
,the,DT,O
,surface,NN,O
Sentence: 48,Cryptokarst,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,karst,JJ,O
,forms,NNS,O
,developed,VBN,O
,beneath,IN,O
,a,DT,O
,blanket,NN,O
,of,IN,O
,permeable,JJ,O
,sediments,NNS,O
,such,JJ,O
,as,IN,O
,soil,NN,O
,",",",",O
,till,IN,O
,",",",",O
,periglacial,JJ,O
,deposits,NNS,O
,and,CC,O
,residual,JJ,O
,clays,NNS,O
,.,.,O
Sentence: 49,Cryptokarst,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,karst,JJ,O
,forms,NNS,O
,developed,VBN,O
,beneath,IN,O
,a,DT,O
,blanket,NN,O
,of,IN,O
,permeable,JJ,O
,sediments,NNS,O
,such,JJ,O
,as,IN,O
,soil,NN,O
,",",",",O
,till,IN,O
,",",",",O
,periglacial,JJ,O
,deposits,NNS,O
,and,CC,O
,residual,JJ,O
,clays,NNS,O
,.,.,O
Sentence: 50,Karst,JJ,O
,-,HYPH,O
,like,JJ,O
,landforms,NNS,O
,produced,VBN,O
,by,IN,O
,processes,NNS,O
,other,JJ,O
,than,IN,O
,dissolution,NN,O
,or,CC,O
,corrosion,NN,O
,-,HYPH,O
,induced,VBN,O
,subsidence,NN,O
,and,CC,O
,collapse,NN,O
,are,VBP,O
,known,VBN,O
,as,IN,O
,pseudokarst,NN,B-DEFINIENDUM
,.,.,O
Sentence: 51,Karst,JJ,O
,-,HYPH,O
,like,JJ,O
,landforms,NNS,O
,produced,VBN,O
,by,IN,O
,processes,NNS,O
,other,JJ,O
,than,IN,O
,dissolution,NN,O
,or,CC,O
,corrosion,NN,O
,-,HYPH,O
,induced,VBN,O
,subsidence,NN,O
,and,CC,O
,collapse,NN,O
,are,VBP,O
,known,VBN,O
,as,IN,O
,pseudokarst,NN,B-DEFINIENDUM
,.,.,O
Sentence: 52,Karst,JJ,O
,-,HYPH,O
,like,JJ,O
,landforms,NNS,O
,produced,VBN,O
,by,IN,O
,processes,NNS,O
,other,JJ,O
,than,IN,O
,dissolution,NN,O
,or,CC,O
,corrosion,NN,O
,-,HYPH,O
,induced,VBN,O
,subsidence,NN,O
,and,CC,O
,collapse,NN,O
,are,VBP,O
,known,VBN,O
,as,IN,O
,pseudokarst,NN,B-DEFINIENDUM
,.,.,O
Sentence: 53,Thermokarst,NNP,B-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,related,JJ,O
,term,NN,O
,applied,VBN,O
,to,IN,O
,topographic,JJ,O
,depressions,NNS,O
,resulting,VBG,O
,from,IN,O
,thawing,NN,O
,of,IN,O
,ground,NN,O
,ice,NN,O
,.,.,O
,ground,NN,O
,ice,NN,O
Sentence: 54,Thermokarst,NNP,B-DEFINIENDUM
,is,VBZ,O
,a,DT,O
,related,JJ,O
,term,NN,O
,applied,VBN,O
,to,IN,O
,topographic,JJ,O
,depressions,NNS,O
,resulting,VBG,O
,from,IN,O
,thawing,NN,O
,of,IN,O
,ground,NN,O
,ice,NN,O
,.,.,O
,ground,NN,O
,ice,NN,O
Sentence: 55,Holokarst,NNP,B-DEFINIENDUM
,is,VBZ,O
,pure,JJ,O
,karst,NN,O
,uninfluenced,JJ,O
,by,IN,O
,other,JJ,O
,rocks,NNS,O
,",",",",O
,and,CC,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,thick,JJ,O
,limestones,NNS,O
,extending,VBG,O
,well,RB,O
,below,IN,O
,baselevel,NN,O
,.,.,O
Sentence: 56,Holokarst,NNP,B-DEFINIENDUM
,is,VBZ,O
,pure,JJ,O
,karst,NN,O
,uninfluenced,JJ,O
,by,IN,O
,other,JJ,O
,rocks,NNS,O
,",",",",O
,and,CC,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,thick,JJ,O
,limestones,NNS,O
,extending,VBG,O
,well,RB,O
,below,IN,O
,baselevel,NN,O
,.,.,O
Sentence: 58,Holokarst,NNP,B-DEFINIENDUM
,is,VBZ,O
,pure,JJ,O
,karst,NN,O
,uninfluenced,JJ,O
,by,IN,O
,other,JJ,O
,rocks,NNS,O
,",",",",O
,and,CC,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,thick,JJ,O
,limestones,NNS,O
,extending,VBG,O
,well,RB,O
,below,IN,O
,baselevel,NN,O
,.,.,O
Sentence: 59,Concentrated,VBN,O
,inflows,NNS,O
,of,IN,O
,water,NN,O
,from,IN,O
,allogenic,JJ,O
,sources,NNS,O
,sink,VBP,O
,underground,RB,O
,at,IN,O
,swallow,NN,B-DEFINIENDUM
,holes,NNS,I-DEFINIENDUM
,(,-LRB-,O
,also,RB,O
,known,VBN,O
,as,IN,O
,swallets,NNS,O
,",",",",O
,stream,NN,O
,-,HYPH,O
,sinks,NNS,O
,or,CC,O
,ponors,NNS,O
,),-RRB-,O
,.,.,O
Sentence: 60,Concentrated,VBN,O
,inflows,NNS,O
,of,IN,O
,water,NN,O
,from,IN,O
,allogenic,JJ,O
,sources,NNS,O
,sink,VBP,O
,underground,RB,O
,at,IN,O
,swallow,NN,O
,holes,NNS,O
,(,-LRB-,O
,also,RB,O
,known,VBN,O
,as,IN,O
,swallets,NNS,O
,",",",",O
,stream,NN,B-DEFINIENDUM
,-,HYPH,I-DEFINIENDUM
,sinks,NNS,I-DEFINIENDUM
,or,CC,O
,ponors,NNS,O
,),-RRB-,O
,.,.,O
Sentence: 61,Concentrated,VBN,O
,inflows,NNS,O
,of,IN,O
,water,NN,O
,from,IN,O
,allogenic,JJ,O
,sources,NNS,O
,sink,VBP,O
,underground,RB,O
,at,IN,O
,swallow,NN,O
,holes,NNS,O
,(,-LRB-,O
,also,RB,O
,known,VBN,O
,as,IN,O
,swallets,NNS,B-DEFINIENDUM
,",",",",O
,stream,NN,O
,-,HYPH,O
,sinks,NNS,O
,or,CC,O
,ponors,NNS,O
,),-RRB-,O
,.,.,O
Sentence: 62,Concentrated,VBN,O
,inflows,NNS,O
,of,IN,O
,water,NN,O
,from,IN,O
,allogenic,JJ,O
,sources,NNS,O
,sink,VBP,O
,underground,RB,O
,at,IN,O
,swallow,NN,O
,holes,NNS,O
,(,-LRB-,O
,also,RB,O
,known,VBN,O
,as,IN,O
,swallets,NNS,O
,",",",",O
,stream,NN,O
,-,HYPH,O
,sinks,NNS,O
,or,CC,O
,ponors,NNS,B-DEFINIENDUM
,),-RRB-,O
,.,.,O
Sentence: 63,In,IN,O
,contrast,NN,O
,",",",",O
,travertine,NN,B-DEFINIENDUM
,is,VBZ,O
,crystalline,JJ,O
,",",",",O
,dense,JJ,O
,calcite,NN,O
,that,WDT,O
,is,VBZ,O
,often,RB,O
,well,RB,O
,layered,VBN,O
,",",",",O
,quite,RB,O
,lustrous,JJ,O
,and,CC,O
,lacks,VBZ,O
,framing,VBG,O
,plant,NN,O
,content,NN,O
,.,.,O
Sentence: 64,In,IN,O
,contrast,NN,O
,",",",",O
,travertine,NN,B-DEFINIENDUM
,is,VBZ,O
,crystalline,JJ,O
,",",",",O
,dense,JJ,O
,calcite,NN,O
,that,WDT,O
,is,VBZ,O
,often,RB,O
,well,RB,O
,layered,VBN,O
,",",",",O
,quite,RB,O
,lustrous,JJ,O
,and,CC,O
,lacks,VBZ,O
,framing,VBG,O
,plant,NN,O
,content,NN,O
,.,.,O
Sentence: 66,In,IN,O
,contrast,NN,O
,",",",",O
,travertine,NN,B-DEFINIENDUM
,is,VBZ,O
,crystalline,JJ,O
,",",",",O
,dense,JJ,O
,calcite,NN,O
,that,WDT,O
,is,VBZ,O
,often,RB,O
,well,RB,O
,layered,VBN,O
,",",",",O
,quite,RB,O
,lustrous,JJ,O
,and,CC,O
,lacks,VBZ,O
,framing,VBG,O
,plant,NN,O
,content,NN,O
,.,.,O
Sentence: 67,Tufa,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,softer,JJR,O
,porous,JJ,O
,material,NN,O
,found,VBN,O
,near,IN,O
,cave,NN,O
,entrances,NNS,O
,where,WRB,O
,rapid,JJ,O
,deposition,NN,O
,is,VBZ,O
,encouraged,VBN,O
,by,IN,O
,evaporation,NN,O
,.,.,O
Sentence: 68,Tufa,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,softer,JJR,O
,porous,JJ,O
,material,NN,O
,found,VBN,O
,near,IN,O
,cave,NN,O
,entrances,NNS,O
,where,WRB,O
,rapid,JJ,O
,deposition,NN,O
,is,VBZ,O
,encouraged,VBN,O
,by,IN,O
,evaporation,NN,O
,.,.,O
Sentence: 69,Tufa,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,softer,JJR,O
,porous,JJ,O
,material,NN,O
,found,VBN,O
,near,IN,O
,cave,NN,O
,entrances,NNS,O
,where,WRB,O
,rapid,JJ,O
,deposition,NN,O
,is,VBZ,O
,encouraged,VBN,O
,by,IN,O
,evaporation,NN,O
,.,.,O
Sentence: 70,Tufa,NNP,B-DEFINIENDUM
,refers,VBZ,O
,to,IN,O
,softer,JJR,O
