Sentence #,Word,POS,Tag
,ploskev,Ncfsn,O
,",",Z,O
,do,Sg,O
,katere,Pq-fsg,O
,sega,Vmpr3s,O
,vodna,Agpfsn,O
,gladina,Ncfsn,O
,v,Sl,B-SUBJECT
,kraškem,Agpnsl,I-SUBJECT
,podzemlju,Ncnsl,I-SUBJECT
,v,Sl,I-SUBJECT
,sistemu,Ncmsl,I-SUBJECT
,veznih,Agpfpg,I-SUBJECT
,posod,Ncfpg,I-SUBJECT
,.,Z,O
Sentence: 4,gladina,Ncfsn,B-DEFINIENDUM
,kraške,Agpfsg,I-DEFINIENDUM
,vode,Ncfsg,I-DEFINIENDUM
,",",Z,O
,nivo,Ncmsn,B-SUBJECT
,kraške,Agpfsg,O
,vode,Ncfsg,O
,:,Z,O
,Pomeni,Vmbr3s,O
,nivo,Ncmsn,O
,",",Z,O
,od,Sg,O
,katerega,Pq-msg,O
,se,Px------y,O
,pretežno,Rgp,O
,vodoravno,Rgp,O
,in,Cc,O
,prosto,Rgp,O
,pretaka,Vmpr3s,O
,kraška,Agpfsn,O
,voda,Ncfsn,O
,proti,Sd,O
,izvirom,Ncmpd,O
,ali,Cc,O
,stoji,Vmpr3s,O
,(,Z,O
,stoječa,Appfsn,O
,voda,Ncfsn,O
,),Z,O
,v,Sl,O
,slepih,Agpmpl,O
,kanalih,Ncmpl,O
,.,Z,O
,Piezometrični,Agpmsny,O
,nivo,Ncmsn,O
,oziroma,Cc,O
,gladina,Ncfsn,O
,kraške,Agpfsg,O
,vode,Ncfsg,O
,oscilirata,Vmpr3d,B-SUBJECT
,v,Sl,I-SUBJECT
,odvisnosti,Ncfsl,I-SUBJECT
,od,Sg,I-SUBJECT
,vodostaja,Ncmsg,I-SUBJECT
,.,Z,O
Sentence: 5,Območje,Ncnsn,B-DEFINIENDUM
,osciliranja,Ncnsg,I-DEFINIENDUM
,:,Z,O
,prehodna,Agpfsn,O
,cona,Ncfsn,B-SUBJECT
,",",Z,O
,periodično,Rgp,O
,vlažna,Agpfsn,O
,cona,Ncfsn,O
,.,Z,O
Sentence: 6,gravitacijska,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,gravitacijski,Agpmsny,B-DEFINIENDUM
,vodni,Agpmsny,I-DEFINIENDUM
,tok,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Voda,Ncfsn,O
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,B-SUBJECT
,kraškem,Agpnsl,I-SUBJECT
,podzemlju,Ncnsl,I-SUBJECT
,",",Z,O
,ki,Cs,O
,se,Px------y,B-SUBJECT
,pretaka,Vmpr3s,I-SUBJECT
,gravitacijsko,Rgp,I-SUBJECT
,(,Z,O
,težnostno,Rgp,O
,),Z,O
,v,Sl,B-SUBJECT
,kanalih,Ncmpl,I-SUBJECT
,ter,Cc,O
,v,Sl,O
,njih,Pp3mpl,O
,ne,Q,B-SUBJECT
,sega,Vmpr3s,I-SUBJECT
,do,Sg,I-SUBJECT
,stropa,Ncmsg,I-SUBJECT
,in,Cc,I-SUBJECT
,ima,Vmpr3s-n,I-SUBJECT
,prosto,Agpfsa,I-SUBJECT
,gladino,Ncfsa,I-SUBJECT
,(,Z,O
,v,Sl,O
,nasprotju,Ncnsl,O
,s,Si,O
,tlačno,Agpfsi,O
,gladino,Ncfsi,O
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,značilna,Agpfsn,O
,za,Sa,O
,tlačni,Agpmsay,O
,ali,Cc,O
,eforacijski,Agpmsay,O
,tok,Ncmsan,O
,),Z,O
,.,Z,O
Sentence: 7,freatična,Agpfsn,B-DEFINIENDUM
,cona,Ncfsn,I-DEFINIENDUM
,:,Z,O
,Najnižja,Agsfsn,O
,hidrografska,Agpfsn,B-SUBJECT
,cona,Ncfsn,I-SUBJECT
,",",Z,O
,v,Sl,O
,kateri,Pq-fsl,O
,voda,Ncfsn,O
,trajno,Rgp,O
,zapolnjuje,Vmpr3s,O
,votline,Ncfpa,O
,",",Z,O
,prevladuje,Vmpr3s,B-SUBJECT
,pa,Cc,I-SUBJECT
,tlačno,Agpnsa,I-SUBJECT
,pretakanje,Ncnsn,I-SUBJECT
,.,Z,O
Sentence: 8,freatična,Agpfsn,O
,voda,Ncfsn,O
,",",Z,O
,freatični,Agpmsny,B-DEFINIENDUM
,vodni,Agpmsny,I-DEFINIENDUM
,tok,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Kraška,Agpfsn,B-SUBJECT
,voda,Ncfsn,I-SUBJECT
,(,Z,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,),Z,O
,v,Sl,B-SUBJECT
,freatični,Agpfsl,I-SUBJECT
,coni,Ncfsl,I-SUBJECT
,.,Z,O
,Zapolnjuje,Vmpr3s,B-SUBJECT
,votline,Ncfpa,I-SUBJECT
,pod,Si,B-SUBJECT
,piezometričnim,Agpmsi,I-SUBJECT
,nivojem,Ncmsi,I-SUBJECT
,(,Z,I-SUBJECT
,nivojem,Ncmsi,I-SUBJECT
,kraške,Agpfsg,I-SUBJECT
,vode,Ncfsg,I-SUBJECT
,),Z,O
,.,Z,O
Sentence: 9,ujeta,Appfsn,B-DEFINIENDUM
,voda,Ncfsn,I-DEFINIENDUM
,:,Z,O
,Voda,Ncfsn,B-SUBJECT
,",",Z,O
,ki,Cs,O
,v,Sl,B-SUBJECT
,freatični,Agpfsl,I-SUBJECT
,coni,Ncfsl,I-SUBJECT
,stagnira,Vmpr3s,B-SUBJECT
,v,Sl,I-SUBJECT
,slepih,Agpmpl,I-SUBJECT
,ali,Cc,I-SUBJECT
,nepovezanih,Agpmpl,I-SUBJECT
,kanalih,Ncmpl,I-SUBJECT
,.,Z,O
Sentence: 10,zajezena,Appfsn,B-DEFINIENDUM
,kraška,Agpfsn,I-DEFINIENDUM
,voda,Ncfsn,I-DEFINIENDUM
,:,Z,O
,Je,Va-r3s-n,O
,podzemeljska,Agpfsn,O
,kraška,Agpfsn,O
,voda,Ncfsn,O
,v,Sl,B-SUBJECT
,globoki,Agpfsl,I-SUBJECT
,freatični,Agpfsl,I-SUBJECT
,coni,Ncfsl,I-SUBJECT
,",",Z,O
,ki,Cs,O
,zapolnjuje,Vmpr3s,B-SUBJECT
,vodoprehodne,Agpfpa,I-SUBJECT
,votline,Ncfpa,I-SUBJECT
,pod,Si,I-SUBJECT
,piezometričnim,Agpmsi,I-SUBJECT
,nivojem,Ncmsi,I-SUBJECT
,",",Z,O
,katerega,Pq-msa,O
,višino,Ncfsa,O
,določajo,Vmpr3p,O
,vodoneprepustne,Agpfpn,O
,kamnine,Ncfpn,O
,.,Z,O
Sentence: 11,hidrogeološki,Agpmsny,B-DEFINIENDUM
,izolator,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Neprepustna,Agpfsn,B-SUBJECT
,kamnina,Ncfsn,I-SUBJECT
,v,Sl,B-SUBJECT
,kraškem,Agpnsl,I-SUBJECT
,ozemlju,Ncnsl,I-SUBJECT
,",",Z,O
,navadno,Rgp,O
,v,Sl,B-SUBJECT
,obliki,Ncfsl,I-SUBJECT
,vložka,Ncmsg,I-SUBJECT
,",",Z,O
,ki,Cs,B-SUBJECT
,razdvaja,Vmpr3s,I-SUBJECT
,porečji,Ncnda,I-SUBJECT
,ali,Cc,I-SUBJECT
,zajezuje,Vmpr3s,I-SUBJECT
,podzemeljski,Agpmsay,I-SUBJECT
,vodni,Agpmsay,I-SUBJECT
,tok,Ncmsan,I-SUBJECT
,.,Z,O
Sentence: 12,Hladnica,Ncfsn,O
,",",Z,O
,hladna,Agpfsn,B-DEFINIENDUM
,jama,Ncfsn,I-DEFINIENDUM
,:,Z,O
,Jama,Ncfsn,B-SUBJECT
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,O
,poleti,Rgp,O
,nadpovprečno,Rgp,O
,hladna,Agpfsn,O
,",",Z,O
,ker,Cs,B-SUBJECT
,je,Va-r3s-n,I-SUBJECT
,žepaste,Agpfsg,I-SUBJECT
,oblike,Ncfsg,I-SUBJECT
,",",Z,O
,z,Si,B-SUBJECT
,enim,Mlpmsi,I-SUBJECT
,vhodom,Ncmsi,I-SUBJECT
,iznad,Sg,I-SUBJECT
,votline,Ncfsg,I-SUBJECT
,",",Z,O
,tako,Cc,B-SUBJECT
,da,Cs,I-SUBJECT
,se,Px------y,I-SUBJECT
,v,Sl,I-SUBJECT
,njej,Pp3fsl,I-SUBJECT
,zadržuje,Vmpr3s,I-SUBJECT
,zimski,Agpmsny,I-SUBJECT
,hlad,Ncmsn,I-SUBJECT
,.,Z,O
Sentence: 13,hodnik,Ncmsn,B-DEFINIENDUM
,:,Z,O
,Precejšen,Agpmsnn,O
,",",Z,O
,dokaj,Rgp,O
,enakomerno,Rgp,B-SUBJECT
,širok,Agpmsnn,I-SUBJECT
,in,Cc,O
,visok,Agpmsnn,B-SUBJECT
,jamski,Agpmsny,B-SUBJECT
,rov,Ncmsn,I-SUBJECT
,",",Z,O
,po,Sl,O
,katerem,Pq-msl,O
,je,Va-r3s-n,O
,hoja,Ncfsn,O
,razmeroma,Rgp,O
,lahka,Agpfsn,O
,.,Z,O
Sentence: 14,hum,Ncmsn,B-DEFINIENDUM
,:,Z,O
,V,Sl,O
,kraški,Agpfsl,O
,literaturi,Ncfsl,O
,pomeni,Vmbr3s,O
,osamljen,Appmsnn,O
,korozijsko,Agpnsn,B-SUBJECT
,-,Z,I-SUBJECT
,erozijsko,Agpnsn,I-SUBJECT
,-,Z,I-SUBJECT
,denudacijski,Agpmsay,I-SUBJECT
,ostanek,Ncmsan,I-SUBJECT
,višjega,Agcmsg,I-SUBJECT
,reliefa,Ncmsg,I-SUBJECT
,",",Z,O
,zlasti,Q,O
,na,Sl,B-SUBJECT
,dnu,Ncnsl,I-SUBJECT
,kraškega,Agpnsg,I-SUBJECT
,polja,Ncnsg,I-SUBJECT
,.,Z,O
,Slovensko,Agpnsn,O
,ljudsko,Agpnsn,O
,tudi,Q,O
,goričica,Ncfsn,O
,za,Sa,O
,nizke,Agpfpa,O
,osamelce,Ncfpa,O
,(,Z,O
,npr.,Y,O
,na,Sl,O
,Cerkniškem,Agpnsl,O
,polju,Ncnsl,O
,),Z,O
,.,Z,O
,Ljudsko,Agpnsn,O
,ime,Ncnsn,O
,v,Sl,O
,vseh,Pg-mpl,O
,jugoslovanskih,Agpmpl,O
,jezikih,Ncmpl,O
,",",Z,O
,v,Sl,O
,različnih,Agpfpl,O
,inačicah,Ncfpl,O
,(,Z,O
,hom,Ncmsn,O
,",",Z,O
,holm,Ncmsn,O
,",",Z,O
,holmec,Ncmsn,O
,",",Z,O
,hum,Ncmsn,O
,),Z,O
,.,Z,O
,Pomeni,Vmbr3s,O
,osamljeno,Appfsa,B-SUBJECT
,vzpetinico,Ncfsa,I-SUBJECT
,",",Z,O
,golico,Ncfsa,O
,ali,Cc,O
,grič,Ncmsan,B-SUBJECT
,na,Sl,I-SUBJECT
,ravnini,Ncfsl,I-SUBJECT
,",",Z,O
,tudi,Q,O
,izven,Sg,O
,krasa,Ncmsg,O
,.,Z,O
Sentence: 15,ilovnate,Agpfpn,B-DEFINIENDUM
,piramide,Ncfpn,I-DEFINIENDUM
,:,Z,O
,Nekaj,Rgp,B-SUBJECT
,centimetrov,Ncmpg,I-SUBJECT
,ali,Cc,I-SUBJECT
,decimetrov,Ncmpg,I-SUBJECT
,visoke,Agpfsg,I-SUBJECT
,piramide,Ncfsg,O
,v,Sl,B-SUBJECT
,ilovnatem,Agpnsl,I-SUBJECT
,jamskem,Agpnsl,I-SUBJECT
,dnu,Ncnsl,I-SUBJECT
,",",Z,O
,ki,Cs,B-SUBJECT
,jih,Pp3mpa--y,I-SUBJECT
,je,Va-r3s-n,I-SUBJECT
,izdelala,Vmep-sf,I-SUBJECT
,kapljajoča,Appfsn,I-SUBJECT
,voda,Ncfsn,I-SUBJECT
,.,Z,O
Sentence: 16,fazna,Agpfsn,B-DEFINIENDUM
,meja,Ncfsn,I-DEFINIENDUM
,-,Z,O
,Ploskev,Ncfsn,B-SUBJECT
,",",Z,O
,ki,Cs,O
,v,Sl,B-SUBJECT
,speleogenetskem,Agpmsl,I-SUBJECT
,prostoru,Ncmsl,I-SUBJECT
,ločuje,Vmpr3s,B-SUBJECT
,matično,Agpfsa,I-SUBJECT
,kamnino,Ncfsa,I-SUBJECT
,od,Sg,I-SUBJECT
,speleofaktov,Ncmpg,I-SUBJECT
,oz.,Y,O
,speleofakte,Ncfsg,O
,med,Si,O
,seboj,Px---i,O
,.,Z,O
Sentence: 17,fosilizacija,Ncfsn,B-DEFINIENDUM
,(,Z,O
,kanala,Ncmdn,O
,),Z,O
,-,Z,O
,Preoblikovanje,Ncnsn,B-SUBJECT
,kanala,Ncmsg,I-SUBJECT
,v,Sl,B-SUBJECT
,prežeti,Appfsl,I-SUBJECT
,ali,Cc,I-SUBJECT
,neprežeti,Agpfsl,I-SUBJECT
,coni,Ncfsl,I-SUBJECT
,.,Z,O
,Poleg,Sg,O
,sedimentacije,Ncfsg,O
,in,Cc,O
,rušenja,Ncnsg,O
,vključuje,Vmpr3s,O
,tudi,Q,O
,diagenezo,Ncfsa,O
,.,Z,O
,Polnilo,Ncnsn,O
,v,Sl,O
,fosiliziranem,Appmsl,O
,kanalu,Ncmsl,O
,se,Px------y,O
,obnaša,Vmpr3s,O
,kot,Cs,O
,kompaktna,Agpfsn,O
,kamnina,Ncfsn,O
,in,Cc,O
,f.,Y,O
,kanal,Ncmsn,O
,pri,Sl,O
,možnem,Agpnsl,O
,ponovnem,Agpnsl,O
,zakrasevanju,Ncnsl,O
,ne,Q,O
,more,Vmpr3s,O
,služiti,Vmpn,O
,kot,Cs,O
,inicialna,Agpfsn,O
,struktura,Ncfsn,O
,.,Z,O
,kamnina,Ncfsn,O
Sentence: 18,freatični,Agpmsny,B-DEFINIENDUM
,kanal,Ncmsn,I-DEFINIENDUM
,-,Z,O
,Kanal,Ncmsn,B-SUBJECT
,",",Z,O
,nastal,Vmep-sm,B-SUBJECT
,v,Sl,I-SUBJECT
,prežeti,Appfsl,I-SUBJECT
,coni,Ncfsl,I-SUBJECT
,.,Z,O
,Njegov,Ps3msnsm,B-SUBJECT
,prostorski,Agpmsny,I-SUBJECT
,potek,Ncmsn,I-SUBJECT
,se,Px------y,I-SUBJECT
,ne,Q,I-SUBJECT
,ravna,Vmpr3s,I-SUBJECT
,po,Sl,I-SUBJECT
,vodoravni,Agpfsl,I-SUBJECT
,smeri,Ncfsl,I-SUBJECT
,",",Z,I-SUBJECT
,temveč,Cc,I-SUBJECT
,po,Sl,I-SUBJECT
,smeri,Ncfsl,I-SUBJECT
,inicialnih,Agpfpg,I-SUBJECT
,struktur,Ncfpg,I-SUBJECT
,.,Z,O
,Značilna,Agpmdn,B-SUBJECT
,sta,Va-r3d-n,I-SUBJECT
,elipsast,Agpmdn,I-SUBJECT
,ali,Cc,I-SUBJECT
,lečast,Agpmsny,I-SUBJECT
,prečni,Agpmsny,I-SUBJECT
,presek,Ncmsn,I-SUBJECT
,.,Z,O
Sentence: 19,freatično,Agpnsn,B-DEFINIENDUM
,brezno,Ncnsn,I-DEFINIENDUM
,-,Z,O
,Strukturni,Agpmsny,O
,segment,Ncmsn,O
,",",Z,O
,ki,Cs,B-SUBJECT
,nastane,Vmer3s,I-SUBJECT
,v,Sl,I-SUBJECT
,prežeti,Appfsl,I-SUBJECT
,coni,Ncfsl,I-SUBJECT
,ob,Sl,B-SUBJECT
,preskoku,Ncmsl,I-SUBJECT
,kanala,Ncmsg,I-SUBJECT
,z,Sg,I-SUBJECT
,enega,Mlpmsg,I-SUBJECT
,začetnega,Agpmsg,I-SUBJECT
,horizonta,Ncmsg,I-SUBJECT
,v,Sa,I-SUBJECT
,drugega,Mlpmsa,I-SUBJECT
,.,Z,O
,Prostorska,Agpfsn,O
,orientacija,Ncfsn,O
,freatičnega,Agpnsg,O
,brezna,Ncnsg,O
,se,Px------y,B-SUBJECT
,ravna,Vmpr3s,I-SUBJECT
,približno,Rgp,I-SUBJECT
,po,Sl,I-SUBJECT
,padnici,Ncfsl,I-SUBJECT
,inicialne,Agpfsg,I-SUBJECT
,strukture,Ncfsg,I-SUBJECT
,.,Z,O
,Manjša,Agcnpn,O
,freatična,Agpnpn,O
,brezna,Ncnpn,O
,so,Va-r3p-n,B-SUBJECT
,v,Sl,I-SUBJECT
,prečnem,Agpmsl,I-SUBJECT
,(,Z,I-SUBJECT
,približno,Rgp,I-SUBJECT
,vodoravnem,Agpmsl,I-SUBJECT
,),Z,I-SUBJECT
,prerezu,Ncmsl,I-SUBJECT
,elipsasta,Agpmsg,I-SUBJECT
,in,Cc,I-SUBJECT
,podobna,Agpnpn,I-SUBJECT
,kaminom,Ncmpd,I-SUBJECT
,.,Z,O
,Od,Sg,O
,njih,Pp3mpg,O
,ločimo,Vmbr1p,O
,reatična,Agpnpa,O
,brezna,Ncnpa,O
,najlaže,Rgs,O
,po,Sl,O
,tem,Pd-nsl,O
,",",Z,O
,da,Cs,O
,se,Px------y,O
,na,Sl,O
,nasprotnih,Agpfpl,O
,straneh,Ncfpl,O
,lezičnih,Agpmpg,O
,kanalov,Ncmpg,O
,",",Z,O
,katere,Pq-mpa,O
,povezujejo,Vmpr3p,O
,",",Z,O
,ne,Q,O
,nadaljujejo,Vmpr3p,O
,.,Z,O
,Ob,Sl,O
,nastajanju,Ncnsl,O
,sledi,Vmpr3s,O
,vodni,Agpmsny,O
,tok,Ncmsn,O
,pravilu,Ncnsd,O
,veznih,Agpfpg,O
,posod,Ncfpg,O
,in,Cc,O
,se,Px------y,O
,lahko,Rgp,O
,giba,Vmpr3s,O
,navzdol,Rgp,O
,ali,Cc,O
,navzgor,Rgp,O
,.,Z,O
Sentence: 20,Gamsov,Aspmsnn,B-DEFINIENDUM
,efekt,Ncmsn,I-DEFINIENDUM
,-,Z,O
,Način,Ncmsn,O
,preoblikovanja,Ncnsg,B-SUBJECT
,svežnja,Ncmsg,I-SUBJECT
,",",Z,O
,ko,Cs,B-SUBJECT
,ponikalnica,Ncfsn,I-SUBJECT
,z,Sg,I-SUBJECT
,nekraškega,Agpnsg,I-SUBJECT
,površja,Ncnsg,I-SUBJECT
,vnaša,Vmpr3s,I-SUBJECT
,prod,Ncmsan,I-SUBJECT
,.,Z,O
,Ker,Cs,B-SUBJECT
,pretok,Ncmsn,I-SUBJECT
,in,Cc,I-SUBJECT
,transportna,Agpfsn,I-SUBJECT
,moč,Ncfsn,I-SUBJECT
,vode,Ncfsg,I-SUBJECT
,nista,Va-r3d-y,I-SUBJECT
,popolnoma,Rgp,I-SUBJECT
,enakomerna,Agpmdn,I-SUBJECT
,",",Z,O
,se,Px------y,O
,plavje,Ncnsn,O
,odlaga,Vmpr3s,O
,v,Sl,O
,globljih,Agcmpl,O
,delih,Ncmpl,O
,svežnja,Ncmsg,O
,.,Z,O
,To,Pd-nsn,B-SUBJECT
,prisili,Vmer3s,I-SUBJECT
,vodo,Ncfsa,I-SUBJECT
,",",Z,I-SUBJECT
,da,Cs,I-SUBJECT
,ubira,Vmpr3s,I-SUBJECT
,pota,Ncnpa,I-SUBJECT
,po,Sl,I-SUBJECT
,kanalih,Ncmpl,I-SUBJECT
,",",Z,I-SUBJECT
,ki,Cs,I-SUBJECT
,so,Va-r3p-n,I-SUBJECT
,vse,Rgp,I-SUBJECT
,bliže,Rgc,I-SUBJECT
,piezometrični,Agpfsd,I-SUBJECT
,gladini,Ncfsd,I-SUBJECT
,.,Z,O
,Če,Cs,O
,proces,Ncmsn,O
,traja,Vmpr3s,O
,dovolj,Rgp,O
,dolgo,Rgp,O
,",",Z,O
,voda,Ncfsn,O
,končno,Rgp,O
,izoblikuje,Vmer3s,O
,tunelski,Agpmsay,O
,rov,Ncmsan,O
,vzdolž,Sg,O
,gladine,Ncfsg,O
,podtalnice,Ncfsg,O
,in,Cc,O
,teče,Vmpr3s,O
,po,Sl,O
,lastnem,Agpmsl,O
,nasipu,Ncmsl,O
,.,Z,O
,Dejansko,Rgp,O
,to,Pd-nsn,O
,pomeni,Vmbr3s,O
,vdor,Ncmsan,O
,tluvialnih,Agpfpg,O
,razmer,Ncfpg,O
,v,Sa,O
,kraško,Agpnsa,O
,podzemlje,Ncnsa,O
,(,Z,O
,transenvironmental,Xf,O
,effect,Ncmsn,O
,),Z,O
,in,Cc,O
,Gamsov,Aspmsnn,O
,efekt,Ncmsn,O
,je,Va-r3s-n,B-SUBJECT
,značilen,Agpmsnn,I-SUBJECT
,za,Sa,I-SUBJECT
,kras,Ncmsan,I-SUBJECT
,na,Sl,I-SUBJECT
,nizvodnem,Agpmsl,I-SUBJECT
,stiku,Ncmsl,I-SUBJECT
,z,Si,I-SUBJECT
,nekrasom,Ncmsi,I-SUBJECT
,.,Z,O
,l.,Y,O
,Gams,Npmsn,O
,(,Z,O
,1959,Mdc,O
,),Z,O
,je,Va-r3s-n,O
,tako,Rgp,O
,razložil,Vmep-sm,O
,lego,Ncfsa,O
,in,Cc,O
,nastanek,Ncmsan,O
,večine,Ncfsg,O
,največjih,Agsfpg,O
,jam,Ncfpg,O
,na,Sl,O
,Slovenskem,Npnsl,O
,.,Z,O
,podtalnice,Ncfsg,O
,vzdolž,Sg,O
,gladine,Ncfsg,O
,podtalnice,Ncfsg,O
Sentence: 21,Gospodaričev,Aspmsnn,B-DEFINIENDUM
,efekt,Ncmsn,I-DEFINIENDUM
,-,Z,O
,Način,Ncmsn,O
,preoblikovanja,Ncnsg,B-SUBJECT
,svežnja,Ncmsg,I-SUBJECT
,",",Z,O
,ko,Cs,B-SUBJECT
,voda,Ncfsn,I-SUBJECT
,prenaša,Vmpr3s,I-SUBJECT
,prod,Ncmsan,I-SUBJECT
,",",Z,I-SUBJECT
,ki,Cs,I-SUBJECT
,nastaja,Vmpr3s,I-SUBJECT
,v,Sl,I-SUBJECT
,samem,Agpnsl,I-SUBJECT
,kraškem,Agpnsl,I-SUBJECT
,podzemlju,Ncnsl,I-SUBJECT
,.,Z,O
,Končni,Agpmsny,O
,učinek,Ncmsn,O
,je,Va-r3s-n,O
,podoben,Agpmsnn,O
,Gamsovemu,Aspmsd,O
,e.,Y,O
,",",Z,O
,torej,Cc,O
,nastanejo,Vmer3p,O
,tunelski,Agpmpn,O
,rovi,Ncmpn,O
,.,Z,O
,Ker,Cs,O
,pa,Cc,O
,gre,Vmbr3s,O
,za,Sa,O
,manjše,Agcfpa,O
,količine,Ncfpa,O
,plavja,Ncnsg,O
,kot,Cs,O
,v,Sl,O
,primeru,Ncmsl,O
,Gamsovega,Aspmsg,O
,e.,Y,O
,",",Z,O
,niže,Rgc,O
,ležeči,Appmpn,O
,kanali,Ncmpn,O
,niso,Va-r3p-y,O
,vedno,Rgp,O
,zasuti,Appmpn,O
,.,Z,O
,Gospodaričev,Aspmsnn,O
,e.,Y,O
,ni,Va-r3s-y,O
,vezan,Appmsnn,O
,na,Sa,O
,stik,Ncmsan,O
,krasa,Ncmsg,O
,z,Si,O
,nekrasom,Ncmsi,O
,in,Cc,O
,je,Va-r3s-n,O
,izjemen,Agpmsnn,O
,primer,Ncmsn,O
,nekraškega,Agpmsg,O
,mehanizma,Ncmsg,O
,v,Sl,O
,čistem,Agpmsl,O
,krasu,Ncmsl,O
,.,Z,O
,R.,Y,O
,Gospodarič,Npmsn,O
,(,Z,O
,1976,Mdc,O
,),Z,O
,je,Va-r3s-n,O
,tako,Rgp,O
,razložil,Vmep-sm,O
,nastanek,Ncmsan,O
,tunelskih,Agpmpg,O
,rovov,Ncmpg,O
,v,Sl,O
,Planinski,Agpfsl,O
,jami,Ncfsl,O
,.,Z,O
,Podzemska,Agpnpa,O
,Pivkajihje,Ncnpl,O
,oblikovala,Vmpp-sf,O
,s,Si,O
,prodom,Ncmsi,O
,",",Z,O
,ki,Cs,O
,izvira,Vmpr3s,O
,iz,Sg,O
,podora,Ncmsg,O
,Planinske,Agpfsg,O
,koleševke,Ncfsg,O
,.,Z,O
Sentence: 22,gravitacijska,Agpfsn,B-DEFINIENDUM
,voda,Ncfsn,I-DEFINIENDUM
,-,Z,O
,Prenikla,Agpfsn,B-SUBJECT
,voda,Ncfsn,I-SUBJECT
,",",Z,O
,ki,Cs,B-SUBJECT
,se,Px------y,I-SUBJECT
,skozi,Sa,I-SUBJECT
,neprežeto,Agpfsa,I-SUBJECT
,cono,Ncfsa,I-SUBJECT
,spušča,Vmpr3s,I-SUBJECT
,malone,Rgp,I-SUBJECT
,navpično,Rgp,I-SUBJECT
,proti,Sd,I-SUBJECT
,prežeti,Appfsd,I-SUBJECT
,coni,Ncfsd,I-SUBJECT
,.,Z,O
,Gravitacijska,Agpfsn,O
,voda,Ncfsn,O
,ne,Q,O
,le,Q,O
,da,Cs,O
,ima,Vmpr3s-n,O
,prosto,Agpfsa,O
,gladino,Ncfsa,O
,",",Z,O
,ampak,Cc,O
,lahko,Rgp,O
,tudi,Q,O
,prosto,Rgp,O
